Wall time,Step,Value
1717404710.9826047,1,0.41829344630241394
1717404712.3886364,2,0.42247942090034485
1717404712.7211757,3,0.35055655241012573
1717404714.3782485,4,0.3796554505825043
1717404714.7520719,5,0.3385104238986969
1717404715.0849664,6,0.33192235231399536
1717404715.4173787,7,0.33192235231399536
1717404716.97323,8,0.3221534490585327
1717404717.1470187,9,0.33837616443634033
1717404717.5184975,10,0.34019267559051514
1717404719.372614,11,0.26691439747810364
1717404719.5508208,12,0.33837616443634033
1717404720.469388,13,0.3304707407951355
1717404720.6695385,14,0.33837616443634033
1717404720.8585348,15,0.33837616443634033
1717404721.0314114,16,0.33837616443634033
1717404721.204302,17,0.33837616443634033
1717404721.3780692,18,0.33837616443634033
1717404721.5549033,19,0.33837616443634033
1717404721.7744713,20,0.33837616443634033
1717404721.9504414,21,0.33837616443634033
1717404722.1308684,22,0.33837616443634033
1717404722.3092694,23,0.33837616443634033
1717404723.094636,24,0.38231879472732544
1717404723.643146,25,0.34875616431236267
1717404725.2496068,26,0.37950563430786133
1717404726.2284644,27,0.3946244418621063
1717404728.0040755,28,0.40953606367111206
1717404729.791937,29,0.40953606367111206
1717404731.5729823,30,0.40953606367111206
1717404733.3898637,31,0.40953606367111206
1717404734.0780315,32,0.39208343625068665
1717404735.8545926,33,0.41829344630241394
1717404737.6497374,34,0.41203606128692627
1717404739.4224517,35,0.41203606128692627
1717404740.1490297,36,0.4054167568683624
1717404741.9020991,37,0.410809725522995
1717404743.6478565,38,0.41080978512763977
1717404745.399485,39,0.4099632799625397
1717404746.0692365,40,0.4054167568683624
1717404747.8392553,41,0.41203606128692627
1717404749.6230922,42,0.4095364212989807
1717404751.418291,43,0.4482840597629547
1717404753.1602752,44,0.4046115577220917
1717404754.911347,45,0.4170437455177307
1717404756.6739006,46,0.3845946490764618
1717404758.4552944,47,0.4107934534549713
1717404760.283601,48,0.4182937443256378
1717404762.0726607,49,0.3845946490764618
1717404763.8933678,50,0.4245714247226715
1717404765.721583,51,0.4170437455177307
1717404767.4542103,52,0.40255945920944214
1717404769.0695932,53,0.35966601967811584
1717404770.8557658,54,0.4233214259147644
1717404773.6019278,55,0.4020847976207733
1717404775.927399,56,0.4245714247226715
1717404777.8693593,57,0.4233214259147644
1717404779.9788764,58,0.40829116106033325
